品类组	品类	子品类	货号	评论内容	评论种类	一级分类	二级分类	三级分类
首饰	链	短项链	85216002	这个蝴蝶结也太好看了吧！特别精致，大小刚刚好，闪闪发亮，戴上去瞬间提升气质，而且超级百搭，日常和正式场合都能用！！！很喜欢	好评	外观与设计	版型或尺寸	合身
首饰	链	短项链	85216002	这个蝴蝶结也太好看了吧！特别精致，大小刚刚好，闪闪发亮，戴上去瞬间提升气质，而且超级百搭，日常和正式场合都能用！！！很喜欢	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	85216002	这个蝴蝶结也太好看了吧！特别精致，大小刚刚好，闪闪发亮，戴上去瞬间提升气质，而且超级百搭，日常和正式场合都能用！！！很喜欢	好评	外观与设计	款式设计	百搭
首饰	链	短项链	84375004	挺好看的，亮晶晶	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84546006	带着玩吧，款式挺好看，但是戴两天一些地方就发黑了，扣头那能用吸铁石吸起来，别的地方不知道是不是银的，	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84546006	带着玩吧，款式挺好看，但是戴两天一些地方就发黑了，扣头那能用吸铁石吸起来，别的地方不知道是不是银的，	差评	材质与成分	材质表现	氧化或发黄
首饰	链	短项链	84546006	带着玩吧，款式挺好看，但是戴两天一些地方就发黑了，扣头那能用吸铁石吸起来，别的地方不知道是不是银的，	差评	材质与成分	材质质感或成分	非银
首饰	链	手链	84507005	好看又便宜	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83963812	给女儿买的，挺好看的！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84432605	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84846003	一般般吧，实物没有很好看，也没那么亮	差评	外观与设计	款式设计	不好看或丑
首饰	链	短项链	84846003	一般般吧，实物没有很好看，也没那么亮	差评	外观与设计	款式设计	闪亮
首饰	链	短项链	84336806	确实挺好的，收到实物很漂亮，挺闪亮的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336806	确实挺好的，收到实物很漂亮，挺闪亮的	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84734001	剪完价标才看到这里有个洞，品控不是很认真，还好便宜，没多少钱	差评	工艺与做工	细节质量	瑕疵
首饰	链	短项链	83967524	跟图片一样，普普通通的	中评	外观与设计	实物与宣传不符	与图片不符
首饰	链	短项链	84846004	给朋友买的，很闪，很漂亮	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84846004	给朋友买的，很闪，很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84432605	很好看，非常精致	好评	外观与设计	款式设计	精美
首饰	链	手链	85181301	手链挺好看的，就是太大了，不过打一个结就差不多了	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85181301	手链挺好看的，就是太大了，不过打一个结就差不多了	中评	外观与设计	版型或尺寸	链长
首饰	链	手链	85038503	一般，珍珠廉价，没有重量感	差评	材质与成分	材质质感或成分	材质廉价
首饰	链	手链	85038503	一般，珍珠廉价，没有重量感	差评	材质与成分	材质重量	轻
首饰	链	短项链	84336806	在线下看到的同款项链，像一朵四叶草花花，很精致很漂亮，淡淡的紫色不灵不灵的，还会继续回购！	好评	外观与设计	款式设计	精美
首饰	链	短项链	84336806	在线下看到的同款项链，像一朵四叶草花花，很精致很漂亮，淡淡的紫色不灵不灵的，还会继续回购！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336806	在线下看到的同款项链，像一朵四叶草花花，很精致很漂亮，淡淡的紫色不灵不灵的，还会继续回购！	好评	外观与设计	颜色设计	颜色好看
首饰	链	手链	82830901	手链吊牌皱皱巴巴明显被试用过很多次 包装也特别简陋 快递包装也差破破烂烂 物流发货也慢	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	手链	82830901	手链吊牌皱皱巴巴明显被试用过很多次 包装也特别简陋 快递包装也差破破烂烂 物流发货也慢	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	手链	85090710	手链图案可爱，包装可以，戴起来不错。	好评	外观与设计	款式设计	可爱
首饰	链	短项链	84336809	外框很精致，戴上心情不错。	好评	外观与设计	款式设计	精美
首饰	链	短项链	84846006	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84533706	项链挺可爱的，就是没用盒子装，缠成一坨解了半小时	好评	外观与设计	款式设计	可爱
首饰	链	手链	82830901	还好看的，就是不耐太细了一下就断了	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	82830901	还好看的，就是不耐太细了一下就断了	差评	工艺与做工	粘合或结构牢固性	不结实
首饰	链	短项链	82355330	挺好的，朋友很喜欢，不错不错	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	85216003	回来拆快递的时候链子就断了，然后找客服换货，同意了，这家店买很多次了，偶尔有点小问题，可以接受。	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手镯	84998204	实物挺好看的、之前留在实体店试过，感觉网上买实惠点	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	81829464	五彩手链很好看，做工很细致，盒子包装完整精美	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	81829464	五彩手链很好看，做工很细致，盒子包装完整精美	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	手链	81829464	五彩手链很好看，做工很细致，盒子包装完整精美	好评	外观与设计	其他外观与设计	其他外观与设计
首饰	链	手镯	84998206	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990103	中通快递超级快，昨天下单今天就到了，非常好哦手链跟线下实体店一样漂亮，很喜欢☺️☺️	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	82355331	超级好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090201	偏大了一点，但也能戴，质感不错	中评	外观与设计	版型或尺寸	版型或尺码大
首饰	链	手链	85090201	偏大了一点，但也能戴，质感不错	好评	材质与成分	材质质感或成分	质感好
首饰	链	手镯	84998209	随便买的，没想到买到宝了，立方氧化锆非常闪。	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	82133507	项链超级好看很闪，设计简约又不失时尚感，搭配衣服很出彩	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	82133507	项链超级好看很闪，设计简约又不失时尚感，搭配衣服很出彩	好评	外观与设计	款式设计	潮流时尚或有设计感
首饰	链	短项链	84691601	链子很精致，有logo喜欢拍了很多次啦	好评	外观与设计	款式设计	精美
首饰	链	手链	84771601	大小合适，很好看	好评	外观与设计	版型或尺寸	合身
首饰	链	手链	84771601	大小合适，很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84846002	这个四叶草银项链真的太戳人心了！一眼相中，吊坠做的超精致，链条戴起来也非常亮，关键是寓意超棒——幸运、希望、真爱和信念全藏在四片叶子里，希望给自己带来好运！	好评	外观与设计	款式设计	精美
首饰	链	短项链	84846002	这个四叶草银项链真的太戳人心了！一眼相中，吊坠做的超精致，链条戴起来也非常亮，关键是寓意超棒——幸运、希望、真爱和信念全藏在四片叶子里，希望给自己带来好运！	好评	外观与设计	款式设计	闪亮
首饰	链	手镯	85063904	还不错很喜欢	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	84353602	非常好看 中间是天然淡水珍珠	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84353602	非常好看 中间是天然淡水珍珠	好评	材质与成分	材质质感或成分	材质好或材质高级
首饰	链	手链	82749303	很漂亮，非常适合。	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84734001	很漂亮的虎眼石皮绳，与我在门店看的一样。很喜欢。	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85216001	很喜欢在三福买项链，一条是实体店买的，花朵的一条是网购的，跟我在店里试的一样好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336804	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	85063904	不要在他家买东西！寄要钱退也要钱！比实体店的东西难看的要死！客服服务态度嚣张敷衍！退不掉戴不了恶心的要死！淘宝要倒闭了向着商家！以后只用拼兮兮！活不起的商家！	差评	外观与设计	款式设计	不好看或丑
首饰	链	手链	85090201	实物特别好看哦 颜色很漂亮 很喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090201	实物特别好看哦 颜色很漂亮 很喜欢	好评	外观与设计	颜色设计	颜色好看
首饰	链	手链	81829445	好好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336803	值得购买 挺闪亮 目前不掉色	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84336803	值得购买 挺闪亮 目前不掉色	好评	工艺与做工	喷涂工艺	不掉漆
首饰	链	短项链	84846003	一般很小	差评	外观与设计	版型或尺寸	版型或尺码小
首饰	链	短项链	84533702	给朋友买的，朋友非常之惊喜非常之喜欢	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	84402505	包装不咋地，都没用小袋子包起来，直接放盒子里面的，实体店看到很好看，网上买更划算，还是不错滴	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310307	超级喜欢这条项链！方糖造型独特又百搭，钻石在阳光下特别闪，自留和送人都很棒，性价比高。✨还有专门的证书，值得购入	好评	外观与设计	款式设计	潮流时尚或有设计感
首饰	链	短项链	85310307	超级喜欢这条项链！方糖造型独特又百搭，钻石在阳光下特别闪，自留和送人都很棒，性价比高。✨还有专门的证书，值得购入	好评	外观与设计	款式设计	闪亮
首饰	链	中链	81667401	刚买的锁扣处不太行了，开关不自动闭合	差评	工艺与做工	粘合或结构牢固性	按扣不牢
首饰	链	短项链	84375002	比我以前买的老银匠之类好看多了，很精致	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84375002	比我以前买的老银匠之类好看多了，很精致	好评	外观与设计	款式设计	精美
首饰	链	短项链	84546004	太好看了，很喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336806	非常好看，来买过好多次了，又是超级喜欢的紫色，感觉闪闪的，夏天带应该会更美好！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336806	非常好看，来买过好多次了，又是超级喜欢的紫色，感觉闪闪的，夏天带应该会更美好！	好评	外观与设计	颜色设计	颜色好看
